artist_ablum_track,genre,jamp_url
"['Csum', 'Anaerobica', 'Csum_-_02_-_Referb.mp3']","
Electronic, Experimental, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/Csum/Anaerobica/Csum_-_02_-_Referb.mp3
"['Csum', 'Anaerobica', 'Csum_-_01_-_Wild_Colours.mp3']","
Electronic, Experimental, Glitch, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Nenormalizm_Records/Csum/Anaerobica/Csum_-_01_-_Wild_Colours.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_11_-_Luminous_Psychedelic_Spacebrain_Version.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_11_-_Luminous_Psychedelic_Spacebrain_Version.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_10_-_Half_Light_UXB_Remix.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_10_-_Half_Light_UXB_Remix.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_09_-_Traverse_Night_Sky_Non_Dreamers.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_09_-_Traverse_Night_Sky_Non_Dreamers.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_08_-_Hymn_to_Selene_Enofa_Remix.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_08_-_Hymn_to_Selene_Enofa_Remix.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_07_-_Ocean_of_Storms_Akinsa_Remix.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_07_-_Ocean_of_Storms_Akinsa_Remix.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_06_-_The_Dying_Breath_of_Gravity_Weightless_Interlude.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_06_-_The_Dying_Breath_of_Gravity_Weightless_Interlude.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_05_-_Luna_Obscura_Darkroom_Remix.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_05_-_Luna_Obscura_Darkroom_Remix.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_04_-_Sea_of_Clouds_Off_Land_Variation.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_04_-_Sea_of_Clouds_Off_Land_Variation.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_03_-_Tranquility_translcre_Remix.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_03_-_Tranquility_translcre_Remix.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_02_-_All_is_Dust_UXB_Remix.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_02_-_All_is_Dust_UXB_Remix.mp3
"['epitomeZero', 'Moonsong_Remixes', 'epitomeZero_-_01_-_Eclipse_Weldroids_Elliptical_Remix.mp3']","
Electronic, Experimental, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Section_27/epitomeZero/Moonsong_Remixes/epitomeZero_-_01_-_Eclipse_Weldroids_Elliptical_Remix.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_11_-_Wacky_Game_Nothing_Inappropriate_Bonus_Mix.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_11_-_Wacky_Game_Nothing_Inappropriate_Bonus_Mix.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_10_-_Haste.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_10_-_Haste.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_09_-_Folder.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_09_-_Folder.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_08_-_Wacky_Game.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_08_-_Wacky_Game.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_07_-_Bush_Dub.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_07_-_Bush_Dub.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_06_-_Zero_Point_Zero.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_06_-_Zero_Point_Zero.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_05_-_Insolence.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_05_-_Insolence.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_04_-_Scratch_With_a_Pen.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_04_-_Scratch_With_a_Pen.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_03_-_Bacterium_of_Life.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_03_-_Bacterium_of_Life.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_02_-_Typical_Babbler.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_02_-_Typical_Babbler.mp3
"['Unconceptual', 'Unconceptual_LP', 'Unconceptual_-_01_-_Lone_Scouts.mp3']","
Electronic, Ambient Electronic, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Unconceptual/Unconceptual_LP/Unconceptual_-_01_-_Lone_Scouts.mp3
"['Nctrnm', 'Mosaic', 'Nctrnm_-_Dirt.mp3']","
Experimental, Techno, Minimal Electronic, IDM, Trip-Hop, Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nctrnm/Mosaic/Nctrnm_-_Dirt.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_11_-_Make_Music_To_Make_Music_To_Make_Music.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_11_-_Make_Music_To_Make_Music_To_Make_Music.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_10_-_Out_Of_Time.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_10_-_Out_Of_Time.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_08_-_Marie_Madeleine.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_08_-_Marie_Madeleine.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_07_-_Love_Is_A_Lie.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_07_-_Love_Is_A_Lie.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_06_-_Mouvements_Libres.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_06_-_Mouvements_Libres.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_05_-_Wireless_Tatoo.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_05_-_Wireless_Tatoo.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_04_-_Thanks_God_For_Air_Emotions.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_04_-_Thanks_God_For_Air_Emotions.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_03_-_Chimera.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_03_-_Chimera.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_02_-_Pour_Olympe.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_02_-_Pour_Olympe.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_01_-_Kool_Karma.mp3']","
Experimental, Ambient, Sound Poetry, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/Da__Heard_It_Records/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_01_-_Kool_Karma.mp3
"['Tryphme', 'Thanks_God_For_Air_Emotions', 'Tryphme_-_09_-_White_Douleur.mp3']","
Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Tryphme/Thanks_God_For_Air_Emotions/Tryphme_-_09_-_White_Douleur.mp3
"['Escaped_Trees__Yaka-anima', 'Elegy', 'Escaped_Trees__Yaka-anima_-_05_-_Elegy_IV.mp3']","
Experimental, IDM, Dubstep, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Escaped_Trees__Yaka-anima/Elegy/Escaped_Trees__Yaka-anima_-_05_-_Elegy_IV.mp3
"['Escaped_Trees__Yaka-anima', 'Elegy', 'Escaped_Trees__Yaka-anima_-_04_-_Elegy_III.mp3']","
Experimental, IDM, Dubstep, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Escaped_Trees__Yaka-anima/Elegy/Escaped_Trees__Yaka-anima_-_04_-_Elegy_III.mp3
"['Escaped_Trees__Yaka-anima', 'Elegy', 'Escaped_Trees__Yaka-anima_-_03_-_Elegy_II.mp3']","
Experimental, IDM, Dubstep, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Escaped_Trees__Yaka-anima/Elegy/Escaped_Trees__Yaka-anima_-_03_-_Elegy_II.mp3
"['Escaped_Trees__Yaka-anima', 'Elegy', 'Escaped_Trees__Yaka-anima_-_02_-_Elegy_I.mp3']","
Experimental, IDM, Dubstep, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Escaped_Trees__Yaka-anima/Elegy/Escaped_Trees__Yaka-anima_-_02_-_Elegy_I.mp3
"['Escaped_Trees__Yaka-anima', 'Elegy', 'Escaped_Trees__Yaka-anima_-_01_-_Intro.mp3']","
Experimental, IDM, Dubstep, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Escaped_Trees__Yaka-anima/Elegy/Escaped_Trees__Yaka-anima_-_01_-_Intro.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_13_-_The_Author_Never_Dies_Instrumental.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_13_-_The_Author_Never_Dies_Instrumental.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_11_-_An_Honest_Mistake.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_11_-_An_Honest_Mistake.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_07_-_Behind_the_Mask.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_07_-_Behind_the_Mask.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_05_-_Lappel_Du_Vide.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_05_-_Lappel_Du_Vide.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_08_-_Glimmer.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_08_-_Glimmer.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_01_-_Aberration.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_01_-_Aberration.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_12_-_We_Are_Already_Dead_Instrumental.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_12_-_We_Are_Already_Dead_Instrumental.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_09_-_More_Scared_of_You.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_09_-_More_Scared_of_You.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_10_-_This_Is_Enough.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_10_-_This_Is_Enough.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_06_-_Panthalassa.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_06_-_Panthalassa.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_02_-_Motion_Blur.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_02_-_Motion_Blur.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_14_-_Reckless.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_14_-_Reckless.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_03_-_Dilemma.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_03_-_Dilemma.mp3
"['Nihilore', 'Best_of_2018', 'Nihilore_-_04_-_Haven.mp3']","
Electronic, IDM, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nihilore/Best_of_2018/Nihilore_-_04_-_Haven.mp3
"['Nctrnm', 'EQUINOX', 'Nctrnm_-_07_-_Unit.mp3']","
Techno, Minimal Electronic, IDM, Trip-Hop, Hip-Hop Beats, Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nctrnm/EQUINOX/Nctrnm_-_07_-_Unit.mp3
"['Nctrnm', 'EQUINOX', 'Nctrnm_-_02_-_Recess.mp3']","
House, Minimal Electronic, IDM, Trip-Hop, Downtempo, Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nctrnm/EQUINOX/Nctrnm_-_02_-_Recess.mp3
"['Nctrnm', 'EQUINOX', 'Nctrnm_-_09_-_Phantom.mp3']","
House, Minimal Electronic, IDM, Trip-Hop, Downtempo,  Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nctrnm/EQUINOX/Nctrnm_-_09_-_Phantom.mp3
"['Nctrnm', 'EQUINOX', 'Nctrnm_-_05_-_Stride.mp3']","
House, Minimal Electronic, IDM, Trip-Hop, Downtempo, Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nctrnm/EQUINOX/Nctrnm_-_05_-_Stride.mp3
"['Nctrnm', 'Pose_-_Single', 'Nctrnm_-_Pose.mp3']","
Electronic, Techno, House, Minimal Electronic, IDM, Dance, Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nctrnm/Pose_-_Single/Nctrnm_-_Pose.mp3
"['Nctrnm', 'EQUINOX', 'Nctrnm_-_01_-_Pose.mp3']","
Experimental, Techno, House, Minimal Electronic, IDM, Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Nctrnm/EQUINOX/Nctrnm_-_01_-_Pose.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_15_-_Midtrack.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_15_-_Midtrack.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_14_-_Midtrash_2.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_14_-_Midtrash_2.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_13_-_Midtrash.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_13_-_Midtrash.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_12_-_No_Live_Follows.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_12_-_No_Live_Follows.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_11_-_Midtrack_2.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_11_-_Midtrack_2.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_09_-_Stars_Better.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_09_-_Stars_Better.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_08_-_Psychea_D-D-D-DUB.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_08_-_Psychea_D-D-D-DUB.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_06_-_Stutterer.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_06_-_Stutterer.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_05_-_Forein_Beat.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_05_-_Forein_Beat.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_04_-_Patient_Winners.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_04_-_Patient_Winners.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_03_-_Tizebel_Monokider.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_03_-_Tizebel_Monokider.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_02_-_Summer_Bo.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_02_-_Summer_Bo.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_01_-_Untitled_Bonnet_Two.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_01_-_Untitled_Bonnet_Two.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_10_-_Gobus_2.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_10_-_Gobus_2.mp3
"['The_303', 'Realtime_Experiments', 'The_303_-_07_-_Boletus.mp3']","
Electronic, Experimental, Ambient, IDM ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/The_303/Realtime_Experiments/The_303_-_07_-_Boletus.mp3
